SNPID	CHR	POS	BF	LNBF	SEGNUMBER	LOCUS	islet_atac
rs73275285	chr7	15059085	-0.26868	-1.31423419858347	11	DGKB.rs10276674	0
rs118104678	chr7	15059211	-0.04913	-3.01328543280158	11	DGKB.rs10276674	0
rs11514706	chr7	15059272	-0.17098	-1.76620868838405	11	DGKB.rs10276674	0
rs12540947	chr7	15059326	-0.77064	-0.260533940532769	11	DGKB.rs10276674	0
rs184711892	chr7	15059529	0.05358	-2.92657941486567	11	DGKB.rs10276674	0
rs148586465	chr7	15059618	-0.33434	-1.09559683970765	11	DGKB.rs10276674	0
rs6461153	chr7	15059796	-0.65406	-0.424556188613815	11	DGKB.rs10276674	0
rs4721400	chr7	15059906	-0.69187	-0.368357202284283	11	DGKB.rs10276674	0
rs139170719	chr7	15059918	-0.33957	-1.0800751676697	11	DGKB.rs10276674	0
rs7786873	chr7	15060410	-0.10692	-2.23567438771142	11	DGKB.rs10276674	0
rs10231021	chr7	15060429	-0.16299	-1.8140664297506	11	DGKB.rs10276674	0
rs78623630	chr7	15060593	-0.71636	-0.333572445083598	11	DGKB.rs10276674	0
rs189420725	chr7	15060678	-0.09335	-2.37139940899441	11	DGKB.rs10276674	0
rs73681313	chr7	15060764	-0.34785	-1.05598392661249	11	DGKB.rs10276674	0
rs73064820	chr7	15061022	-0.80612	-0.215522664182849	11	DGKB.rs10276674	0
rs148639670	chr7	15061067	-0.58573	-0.534896346436657	11	DGKB.rs10276674	0
rs62448648	chr7	15062190	-0.73986	-0.301294299871643	11	DGKB.rs10276674	0
rs13220985	chr7	15062694	0.18689	-1.67723507049993	11	DGKB.rs10276674	0
rs188935822	chr7	15062858	-0.19721	-1.62348612816016	11	DGKB.rs10276674	0
rs7781197	chr7	15063010	-0.18032	-1.71302222869067	11	DGKB.rs10276674	0
rs62448649	chr7	15063021	-0.52163	-0.650796754686214	11	DGKB.rs10276674	0
rs7798129	chr7	15063085	-0.20769	-1.57170869562409	11	DGKB.rs10276674	0
rs10253987	chr7	15063159	-0.56276	-0.574902029473125	11	DGKB.rs10276674	0
rs117927702	chr7	15063276	-0.59142	-0.525228854076735	11	DGKB.rs10276674	0
rs80005921	chr7	15063379	-0.09782	-2.32462622387093	11	DGKB.rs10276674	0
rs10487796	chr7	15063430	0.14415	-1.93690085489773	11	DGKB.rs10276674	0
rs10228066	chr7	15063569	0.4222	-0.862276143567917	11	DGKB.rs10276674	0
rs10244051	chr7	15063833	0.39909	-0.918568323618213	11	DGKB.rs10276674	0
rs10950550	chr7	15063923	0.20036	-1.60763953049272	11	DGKB.rs10276674	0
rs10228796	chr7	15064190	0.42926	-0.845692483028618	11	DGKB.rs10276674	1
rs10258074	chr7	15064216	0.49226	-0.708748246788596	11	DGKB.rs10276674	1
rs183041010	chr7	15064466	-0.11987	-2.12134745676313	11	DGKB.rs10276674	1
rs11760782	chr7	15064788	-0.87419	-0.134457535648319	11	DGKB.rs10276674	0
chr7:15064881:D	chr7	15064881	-0.90061	-0.104682967467673	11	DGKB.rs10276674	0
chr7:15064882:D	chr7	15064882	-0.89917	-0.106283163388591	11	DGKB.rs10276674	0
chr7:15064883:D	chr7	15064883	-0.90062	-0.104671863943969	11	DGKB.rs10276674	0
rs4719433	chr7	15065003	0.50316	-0.686847068011465	11	DGKB.rs10276674	0
rs6967891	chr7	15065074	0.3031	-1.19369249491838	11	DGKB.rs10276674	0
rs117773751	chr7	15065310	-0.64201	-0.443151399089498	11	DGKB.rs10276674	0
rs141198073	chr7	15065423	-0.75222	-0.284726444626148	11	DGKB.rs10276674	0
rs147390409	chr7	15065458	-0.12081	-2.11353621545066	11	DGKB.rs10276674	0
rs1558317	chr7	15065564	0.23557	-1.44574716977762	11	DGKB.rs10276674	0
rs185260840	chr7	15065838	-0.29977	-1.20473976503179	11	DGKB.rs10276674	0
rs12699674	chr7	15066544	-1.02308	0.0228176852804458	11	DGKB.rs10276674	0
rs10950551	chr7	15066548	-0.27312	-1.29784401993601	11	DGKB.rs10276674	0
rs80189392	chr7	15066590	-0.68462	-0.378891339173133	11	DGKB.rs10276674	0
rs62448650	chr7	15066633	-1.05828	0.0566449487059528	11	DGKB.rs10276674	0
rs62448651	chr7	15066641	-0.99778	-0.00222246785309909	11	DGKB.rs10276674	0
rs12113831	chr7	15066724	-0.74907	-0.288922841887914	11	DGKB.rs10276674	0
rs189134804	chr7	15067007	-0.39008	-0.94140343268923	11	DGKB.rs10276674	0
rs4719434	chr7	15067221	-0.53347	-0.628352442248798	11	DGKB.rs10276674	0
rs12540132	chr7	15067232	-0.7596	-0.274963300044006	11	DGKB.rs10276674	0
rs111944663	chr7	15067258	-0.61635	-0.483940294984609	11	DGKB.rs10276674	0
rs17168604	chr7	15068225	-0.49907	-0.695008912507894	11	DGKB.rs10276674	0
rs4719435	chr7	15068244	-0.88451	-0.122721459623709	11	DGKB.rs10276674	0
rs73064853	chr7	15068332	-0.23593	-1.44422012812352	11	DGKB.rs10276674	0
rs67306396	chr7	15068464	-0.24062	-1.42453635337676	11	DGKB.rs10276674	0
rs187645955	chr7	15068521	-0.49079	-0.711738941251077	11	DGKB.rs10276674	0
rs17377598	chr7	15068703	-0.22884	-1.47473220958181	11	DGKB.rs10276674	0
rs17168605	chr7	15069018	-0.29607	-1.21715936613011	11	DGKB.rs10276674	0
rs186910151	chr7	15069127	-0.34587	-1.06169229706917	11	DGKB.rs10276674	0
rs190171585	chr7	15069150	-0.20058	-1.60654210932207	11	DGKB.rs10276674	0
rs16878372	chr7	15069182	-0.39145	-0.937897485628214	11	DGKB.rs10276674	0
rs183374832	chr7	15069211	-0.24602	-1.4023424455415	11	DGKB.rs10276674	0
rs1318428	chr7	15069227	-0.23688	-1.4402015951888	11	DGKB.rs10276674	0
chr7:15069311:I	chr7	15069311	-0.25812	-1.3543306859145	11	DGKB.rs10276674	0
chr7:15069399:I	chr7	15069399	-0.12936	-2.04515606371329	11	DGKB.rs10276674	0
chr7:15069400:D	chr7	15069400	-0.26603	-1.32414619460496	11	DGKB.rs10276674	0
chr7:15069404:I	chr7	15069404	-0.78737	-0.239057001274526	11	DGKB.rs10276674	0
rs67865027	chr7	15069576	-0.24511	-1.40604818960675	11	DGKB.rs10276674	0
rs66746212	chr7	15069953	-0.22858	-1.47586902051269	11	DGKB.rs10276674	0
chr7:15069978:I	chr7	15069978	-0.90977	-0.0945634586699585	11	DGKB.rs10276674	0
rs73064856	chr7	15069981	-0.9498	-0.0515038428671156	11	DGKB.rs10276674	0
rs17168606	chr7	15070182	-0.61051	-0.493460605549149	11	DGKB.rs10276674	0
rs66560200	chr7	15070361	-0.21033	-1.55907755309515	11	DGKB.rs10276674	0
rs73064861	chr7	15070780	-0.2179	-1.52371903703156	11	DGKB.rs10276674	0
rs17168608	chr7	15070803	-0.89649	-0.109268140488843	11	DGKB.rs10276674	0
rs28375799	chr7	15071005	-0.64155	-0.44386815564111	11	DGKB.rs10276674	0
rs62448652	chr7	15071022	-0.28407	-1.25853459231862	11	DGKB.rs10276674	0
rs57931388	chr7	15071310	-0.22758	-1.48025345405327	11	DGKB.rs10276674	0
rs74572336	chr7	15071317	-0.1347	-2.00470519556582	11	DGKB.rs10276674	0
rs66718721	chr7	15071383	-0.1985	-1.61696617885489	11	DGKB.rs10276674	0
rs28691284	chr7	15071409	-0.85879	-0.152230857199939	11	DGKB.rs10276674	0
rs67050865	chr7	15071541	-0.17488	-1.74365525455391	11	DGKB.rs10276674	0
rs66835180	chr7	15071566	-0.21072	-1.55722504098717	11	DGKB.rs10276674	0
rs758714	chr7	15071679	-0.15478	-1.86575052513982	11	DGKB.rs10276674	0
rs62448653	chr7	15071763	-0.36674	-1.00310212886112	11	DGKB.rs10276674	0
rs73064870	chr7	15071797	-0.63578	-0.452902687433039	11	DGKB.rs10276674	0
rs117641889	chr7	15071837	0.11019	-2.20554913048245	11	DGKB.rs10276674	0
rs758715	chr7	15071860	-0.21187	-1.55178239994594	11	DGKB.rs10276674	0
rs758716	chr7	15071934	-0.19785	-1.6202461111507	11	DGKB.rs10276674	0
rs79850403	chr7	15071982	-0.59345	-0.521802314479623	11	DGKB.rs10276674	0
rs17377955	chr7	15072029	-0.29068	-1.2355322732337	11	DGKB.rs10276674	0
chr7:15072157:D	chr7	15072157	-0.94435	-0.0572584188402819	11	DGKB.rs10276674	0
chr7:15072160:D	chr7	15072160	-0.94565	-0.0558827572476737	11	DGKB.rs10276674	0
rs17168612	chr7	15072294	-0.18187	-1.70446313284321	11	DGKB.rs10276674	0
chr7:15072371:I	chr7	15072371	-0.31722	-1.14815973950672	11	DGKB.rs10276674	0
rs111358482	chr7	15073098	-0.20324	-1.59336773225661	11	DGKB.rs10276674	1
rs67058017	chr7	15073121	-0.18446	-1.69032264117456	11	DGKB.rs10276674	1
rs117758373	chr7	15073259	-0.2931	-1.22724143126529	11	DGKB.rs10276674	0
rs67059105	chr7	15073512	-0.20729	-1.57363649997072	11	DGKB.rs10276674	0
rs720872	chr7	15073547	-0.30934	-1.17331428337214	11	DGKB.rs10276674	0
chr7:15073679:I	chr7	15073679	-0.20963	-1.56241120700635	11	DGKB.rs10276674	0
rs117530385	chr7	15073715	-0.1322	-2.02343935156455	11	DGKB.rs10276674	0
rs720871	chr7	15073818	-0.25274	-1.3753939866516	11	DGKB.rs10276674	0
rs720870	chr7	15073983	-0.24274	-1.41576436730392	11	DGKB.rs10276674	0
rs147564581	chr7	15074037	-0.04005	-3.21762660546777	11	DGKB.rs10276674	0
rs73064881	chr7	15074146	-0.29647	-1.21580924610189	11	DGKB.rs10276674	0
rs73064882	chr7	15074154	-0.23406	-1.45217778623552	11	DGKB.rs10276674	0
rs62448654	chr7	15074370	-0.32554	-1.12226993701878	11	DGKB.rs10276674	0
rs67376120	chr7	15074437	-0.17737	-1.72951733276464	11	DGKB.rs10276674	0
rs7804568	chr7	15074567	-0.8496	-0.162989628494463	11	DGKB.rs10276674	0
rs118037640	chr7	15074758	-0.2492	-1.38949949206884	11	DGKB.rs10276674	0
rs77843789	chr7	15074783	-0.34522	-1.06357338402359	11	DGKB.rs10276674	0
rs77300311	chr7	15074903	-0.64453	-0.439233909974802	11	DGKB.rs10276674	0
rs117843939	chr7	15074967	-0.38732	-0.948504054238807	11	DGKB.rs10276674	0
rs73064887	chr7	15075164	-0.20467	-1.58635635299078	11	DGKB.rs10276674	0
rs73064888	chr7	15075165	-0.10384	-2.26490402602636	11	DGKB.rs10276674	0
rs10263041	chr7	15075487	-0.56977	-0.562522508357042	11	DGKB.rs10276674	0
rs17168614	chr7	15075590	-0.16271	-1.81578580383091	11	DGKB.rs10276674	0
rs12667387	chr7	15075650	-0.92711	-0.0756830581044298	11	DGKB.rs10276674	0
rs7809916	chr7	15075809	-0.20515	-1.58401386009394	11	DGKB.rs10276674	0
rs7793369	chr7	15075873	-0.33633	-1.08966245814853	11	DGKB.rs10276674	0
rs7810442	chr7	15075881	-0.20395	-1.58988041321857	11	DGKB.rs10276674	0
rs7793512	chr7	15075933	-0.20658	-1.57706753240365	11	DGKB.rs10276674	0
rs150356659	chr7	15075953	-0.40149	-0.912572652505744	11	DGKB.rs10276674	0
chr7:15076020:I	chr7	15076020	-0.2675	-1.31863571264608	11	DGKB.rs10276674	0
rs7810709	chr7	15076032	-0.21111	-1.55537595433557	11	DGKB.rs10276674	0
rs7793704	chr7	15076118	-0.20992	-1.56102877322641	11	DGKB.rs10276674	0
rs73064895	chr7	15076129	-0.22624	-1.48615889627393	11	DGKB.rs10276674	0
rs7793816	chr7	15076139	-0.25796	-1.35495074483996	11	DGKB.rs10276674	0
rs138758201	chr7	15076291	-0.15132	-1.88835847921731	11	DGKB.rs10276674	0
rs76296763	chr7	15076332	-0.48415	-0.725360502924597	11	DGKB.rs10276674	0
rs117509577	chr7	15076350	-0.49881	-0.695530017261739	11	DGKB.rs10276674	0
chr7:15076426:I	chr7	15076426	-0.26618	-1.32358250732373	11	DGKB.rs10276674	0
rs76418432	chr7	15076494	-1.06862	0.0663680964435005	11	DGKB.rs10276674	0
chr7:15076549:I	chr7	15076549	-0.26414	-1.33127601336648	11	DGKB.rs10276674	0
rs11974277	chr7	15076977	-0.23352	-1.45448755243628	11	DGKB.rs10276674	0
rs192158101	chr7	15076993	-0.4812	-0.731472294881613	11	DGKB.rs10276674	0
rs182947796	chr7	15077041	-0.29931	-1.20627545338861	11	DGKB.rs10276674	0
rs117938168	chr7	15077754	0.1242	-2.08586210948276	11	DGKB.rs10276674	0
rs28408373	chr7	15077776	-0.52402	-0.646225427450541	11	DGKB.rs10276674	0
rs79268387	chr7	15077905	-0.75269	-0.284101822535417	11	DGKB.rs10276674	0
rs143478269	chr7	15077939	-0.26637	-1.32286895926979	11	DGKB.rs10276674	0
chr7:15077974:I	chr7	15077974	-0.527	-0.640554730440775	11	DGKB.rs10276674	0
rs141061336	chr7	15078018	-0.28293	-1.26255576175823	11	DGKB.rs10276674	0
rs7789054	chr7	15078587	-0.514	-0.665532013526972	11	DGKB.rs10276674	0
rs7789290	chr7	15078593	-0.51119	-0.671013937925483	11	DGKB.rs10276674	0
rs118116873	chr7	15079124	0.20516	-1.58396511646107	11	DGKB.rs10276674	0
rs218067	chr7	15079161	-0.88239	-0.125121143835981	11	DGKB.rs10276674	0
rs17325221	chr7	15079232	-0.18954	-1.66315519494009	11	DGKB.rs10276674	0
chr7:15079275:I	chr7	15079275	-0.15199	-1.88394054977377	11	DGKB.rs10276674	0
rs7776945	chr7	15079330	-0.59104	-0.525871581971262	11	DGKB.rs10276674	0
chr7:15079540:I	chr7	15079540	-0.67999	-0.38567718680247	11	DGKB.rs10276674	0
chr7:15079556:D	chr7	15079556	-0.687	-0.375420986759788	11	DGKB.rs10276674	0
rs76297112	chr7	15079827	-0.78617	-0.240582224951879	11	DGKB.rs10276674	1
rs80209913	chr7	15079872	-0.05483	-2.90351778956618	11	DGKB.rs10276674	0
rs77618474	chr7	15079885	-0.08583	-2.45538668325201	11	DGKB.rs10276674	0
chr7:15079890:I	chr7	15079890	-0.54737	-0.602630288407889	11	DGKB.rs10276674	0
rs11980757	chr7	15080138	-0.20913	-1.56479921081572	11	DGKB.rs10276674	0
rs182388684	chr7	15080179	-0.14383	-1.93912323236634	11	DGKB.rs10276674	0
rs146467018	chr7	15080184	-0.11679	-2.14737782869166	11	DGKB.rs10276674	0
rs17168615	chr7	15080330	-0.65149	-0.428493231729205	11	DGKB.rs10276674	0
rs17378248	chr7	15081022	-0.39059	-0.940096862505791	11	DGKB.rs10276674	0
rs189422652	chr7	15081300	-0.22876	-1.47508185993502	11	DGKB.rs10276674	0
rs17378283	chr7	15081348	0.25437	-1.36896537899812	11	DGKB.rs10276674	0
rs218072	chr7	15081393	-0.6418	-0.443478550306381	11	DGKB.rs10276674	0
rs10274459	chr7	15081455	-0.68085	-0.384413261411553	11	DGKB.rs10276674	0
rs10258855	chr7	15081593	-0.66786	-0.403676708248948	11	DGKB.rs10276674	0
rs139175407	chr7	15082258	-0.38024	-0.966952646676383	11	DGKB.rs10276674	0
rs218074	chr7	15082341	-0.78951	-0.236342779122198	11	DGKB.rs10276674	0
rs218075	chr7	15082347	-0.77317	-0.25725633219376	11	DGKB.rs10276674	0
rs218078	chr7	15082534	-0.78629	-0.24042959785773	11	DGKB.rs10276674	0
rs218080	chr7	15083061	-0.80265	-0.219836525556714	11	DGKB.rs10276674	0
rs73066726	chr7	15083103	-0.25967	-1.34834368489142	11	DGKB.rs10276674	0
rs73066729	chr7	15083578	-0.67444	-0.393872562072357	11	DGKB.rs10276674	0
rs76604791	chr7	15083639	0.09835	-2.31922273414707	11	DGKB.rs10276674	0
rs117118190	chr7	15083694	-0.04276	-3.15215219282529	11	DGKB.rs10276674	0
rs118096813	chr7	15083731	-0.46994	-0.755150252001678	11	DGKB.rs10276674	0
rs139877761	chr7	15084008	-0.4255	-0.854490330968708	11	DGKB.rs10276674	0
rs145133017	chr7	15084888	-0.3942	-0.930896884263517	11	DGKB.rs10276674	0
rs115354072	chr7	15085666	-0.15136	-1.88809417367857	11	DGKB.rs10276674	0
rs117965058	chr7	15086005	-0.06594	-2.71901004133855	11	DGKB.rs10276674	0
rs117537156	chr7	15086294	-0.46249	-0.771130343885029	11	DGKB.rs10276674	0
rs11768011	chr7	15086375	-0.33503	-1.09353519892783	11	DGKB.rs10276674	0
rs12531360	chr7	15086828	-0.74229	-0.298015276591572	11	DGKB.rs10276674	0
chr7:15087288:I	chr7	15087288	-0.76327	-0.27014344397643	11	DGKB.rs10276674	0
rs146708984	chr7	15087563	-0.42752	-0.849754208073911	11	DGKB.rs10276674	0
rs73066737	chr7	15089408	-0.32012	-1.13905935348329	11	DGKB.rs10276674	0
rs78648219	chr7	15089448	-0.74597	-0.293069894064212	11	DGKB.rs10276674	0
chr7:15089583:I	chr7	15089583	-1.05911	0.0574289328019501	11	DGKB.rs10276674	0
rs11772992	chr7	15091532	-0.34045	-1.07748700705316	11	DGKB.rs10276674	0
rs149896849	chr7	15091618	-0.50676	-0.679717760248285	11	DGKB.rs10276674	0
rs185106081	chr7	15091667	0.06679	-2.70620191024459	11	DGKB.rs10276674	0
rs147861673	chr7	15092894	-0.03167	-3.45238541843159	11	DGKB.rs10276674	1
rs76359558	chr7	15093138	-0.75887	-0.275924794253623	11	DGKB.rs10276674	0
rs7798280	chr7	15093202	-1.05557	0.054080905387174	11	DGKB.rs10276674	0
rs73066743	chr7	15093906	0.10682	-2.23661010407051	11	DGKB.rs10276674	0
rs138894116	chr7	15093945	-0.07395	-2.60436608982533	11	DGKB.rs10276674	0
rs111329805	chr7	15094176	-0.35827	-1.02646838689562	11	DGKB.rs10276674	0
rs112317324	chr7	15094411	-0.52232	-0.649474852103759	11	DGKB.rs10276674	0
rs141685809	chr7	15094813	-0.67128	-0.398568941420323	11	DGKB.rs10276674	0
rs145278952	chr7	15095316	-0.17852	-1.72305463922107	11	DGKB.rs10276674	0
rs189580597	chr7	15095701	-0.45706	-0.782940605677399	11	DGKB.rs10276674	0
rs111237869	chr7	15097110	-0.16504	-1.80156741021914	11	DGKB.rs10276674	0
rs185886170	chr7	15097539	-0.1838	-1.69390706906055	11	DGKB.rs10276674	0
rs10487799	chr7	15097731	-0.68326	-0.380879818349853	11	DGKB.rs10276674	0
rs28661279	chr7	15098197	-0.95238	-0.048791164169932	11	DGKB.rs10276674	0
rs10282560	chr7	15098271	-0.94255	-0.0591663106692158	11	DGKB.rs10276674	0
rs10282373	chr7	15098302	-0.95269	-0.0484657168081698	11	DGKB.rs10276674	0
rs73066747	chr7	15098587	-0.33369	-1.09754286071009	11	DGKB.rs10276674	0
rs7801133	chr7	15098678	-0.94404	-0.0575867408529856	11	DGKB.rs10276674	0
rs139624221	chr7	15098679	-0.50484	-0.683513731591707	11	DGKB.rs10276674	0
rs7801401	chr7	15098712	-0.88212	-0.12542717780814	11	DGKB.rs10276674	0
rs10242685	chr7	15098833	-0.95349	-0.047626341673639	11	DGKB.rs10276674	0
rs78963798	chr7	15099371	-0.53537	-0.624797182338404	11	DGKB.rs10276674	0
rs115135570	chr7	15099472	-0.19184	-1.65109358770293	11	DGKB.rs10276674	0
rs73066750	chr7	15099493	-0.16989	-1.77260411018831	11	DGKB.rs10276674	0
rs6973452	chr7	15099534	-0.94227	-0.059463421270822	11	DGKB.rs10276674	0
rs73066752	chr7	15099893	-0.16616	-1.79480409941428	11	DGKB.rs10276674	0
rs190046585	chr7	15100068	-0.45074	-0.796864602391618	11	DGKB.rs10276674	0
rs77603302	chr7	15100163	-0.89415	-0.111881732648092	11	DGKB.rs10276674	0
rs79027791	chr7	15100192	-0.89429	-0.111725171622521	11	DGKB.rs10276674	0
rs76833093	chr7	15100202	-0.69503	-0.363800268881321	11	DGKB.rs10276674	0
rs73066754	chr7	15100450	-0.16812	-1.78307726884522	11	DGKB.rs10276674	0
rs17348054	chr7	15100749	-0.75955	-0.275029126328465	11	DGKB.rs10276674	0
rs4140978	chr7	15101286	-0.95416	-0.0469239067117235	11	DGKB.rs10276674	0
rs67894021	chr7	15101669	-0.983	-0.0171461588349705	11	DGKB.rs10276674	0
rs150094035	chr7	15101816	-0.32257	-1.13143511203561	11	DGKB.rs10276674	0
rs2041557	chr7	15102153	-0.80606	-0.215597097558809	11	DGKB.rs10276674	0
rs73066757	chr7	15102632	-0.16396	-1.808132783346	11	DGKB.rs10276674	0
rs36199600	chr7	15102965	-0.78774	-0.238587192808063	11	DGKB.rs10276674	0
rs189823006	chr7	15102974	0.15455	-1.86723761040401	11	DGKB.rs10276674	0
rs149521123	chr7	15102997	0.23833	-1.43409901106803	11	DGKB.rs10276674	0
rs36198222	chr7	15103090	-0.95108	-0.0501570979979353	11	DGKB.rs10276674	0
rs28434742	chr7	15103147	-0.76349	-0.269855251986172	11	DGKB.rs10276674	0
rs28826915	chr7	15104373	-0.55671	-0.58571082095778	11	DGKB.rs10276674	0
rs111690074	chr7	15104394	-0.48736	-0.71875220927534	11	DGKB.rs10276674	0
rs145800512	chr7	15104586	-0.56088	-0.578248300083425	11	DGKB.rs10276674	0
rs36200211	chr7	15105080	-1.03385	0.0332896978646419	11	DGKB.rs10276674	0
rs142955417	chr7	15105236	-0.03011	-3.50289793648849	11	DGKB.rs10276674	0
rs10272051	chr7	15105524	-0.23446	-1.45047028133845	11	DGKB.rs10276674	0
rs11772451	chr7	15106494	-0.89774	-0.107874784896491	11	DGKB.rs10276674	0
rs75987729	chr7	15107350	-0.22956	-1.47159084574198	11	DGKB.rs10276674	0
chr7:15107385:D	chr7	15107385	-0.15811	-1.84446428566008	11	DGKB.rs10276674	0
rs55934952	chr7	15107479	-0.15386	-1.87171218095135	11	DGKB.rs10276674	0
rs12386767	chr7	15108184	-0.49429	-0.704632889503038	11	DGKB.rs10276674	0
rs79750462	chr7	15108651	-0.56162	-0.576929814369034	11	DGKB.rs10276674	0
rs10255259	chr7	15108745	-0.94383	-0.057809213799604	11	DGKB.rs10276674	0
rs8180732	chr7	15108838	-1.03589	0.0352609605938726	11	DGKB.rs10276674	0
rs190793422	chr7	15109202	-0.35327	-1.04052264189351	11	DGKB.rs10276674	0
chr7:15109213:D	chr7	15109213	-0.7488	-0.289283353818755	11	DGKB.rs10276674	0
rs142624256	chr7	15109507	-0.1863	-1.68039700137459	11	DGKB.rs10276674	0
rs73061174	chr7	15109716	-0.1213	-2.10948846303213	11	DGKB.rs10276674	0
rs117419822	chr7	15109938	-0.20634	-1.57822998530991	11	DGKB.rs10276674	0
rs11765412	chr7	15110054	-0.57179	-0.558983487879242	11	DGKB.rs10276674	0
chr7:15110248:I	chr7	15110248	-0.95171	-0.0494949124461712	11	DGKB.rs10276674	0
rs28735425	chr7	15110249	-0.94844	-0.0529367493833606	11	DGKB.rs10276674	0
rs188909249	chr7	15110307	-0.22146	-1.50751329271217	11	DGKB.rs10276674	0
rs2098214	chr7	15110586	-0.94264	-0.0590708295770517	11	DGKB.rs10276674	0
rs73287318	chr7	15110685	-0.56157	-0.57701884650079	11	DGKB.rs10276674	0
rs149063354	chr7	15110762	-0.55603	-0.58693302935264	11	DGKB.rs10276674	0
rs11526191	chr7	15110771	-0.67257	-0.396649083703719	11	DGKB.rs10276674	0
rs28484947	chr7	15111137	-0.78376	-0.24365242794575	11	DGKB.rs10276674	0
rs138683670	chr7	15111395	-0.14433	-1.93565293460266	11	DGKB.rs10276674	0
rs34884155	chr7	15111540	-0.7706	-0.26058584679008	11	DGKB.rs10276674	0
rs6945149	chr7	15111567	-0.62701	-0.466792789513082	11	DGKB.rs10276674	0
rs149378694	chr7	15111604	-0.41302	-0.884259261043491	11	DGKB.rs10276674	0
rs118163124	chr7	15111792	-0.54165	-0.613135242590561	11	DGKB.rs10276674	0
rs59192545	chr7	15112070	-0.51919	-0.655485374178357	11	DGKB.rs10276674	0
rs112844187	chr7	15112204	-0.46799	-0.759308350814146	11	DGKB.rs10276674	0
rs181669711	chr7	15112452	-0.26059	-1.34480698801307	11	DGKB.rs10276674	0
rs73061180	chr7	15112675	-0.21664	-1.52951828925823	11	DGKB.rs10276674	0
rs73061181	chr7	15112701	-0.21804	-1.52307674678606	11	DGKB.rs10276674	0
rs28650003	chr7	15113078	-0.95003	-0.0512617159387865	11	DGKB.rs10276674	0
chr7:15113374:D	chr7	15113374	-0.25558	-1.36421980680158	11	DGKB.rs10276674	0
rs10479942	chr7	15113387	-0.95352	-0.0475948788076838	11	DGKB.rs10276674	0
rs75698514	chr7	15113469	0.40927	-0.893380194041053	11	DGKB.rs10276674	0
rs184273312	chr7	15113481	-0.05658	-2.87209971310872	11	DGKB.rs10276674	0
rs10246597	chr7	15113580	-0.95419	-0.0468924659382779	11	DGKB.rs10276674	0
rs10479944	chr7	15113836	-0.95161	-0.0495999919914836	11	DGKB.rs10276674	0
rs62450376	chr7	15113866	-0.33976	-1.07951579297712	11	DGKB.rs10276674	0
rs10262813	chr7	15114140	-0.87911	-0.128845246919539	11	DGKB.rs10276674	0
rs11772522	chr7	15114158	-0.51748	-0.658784401932436	11	DGKB.rs10276674	0
rs11764946	chr7	15114412	-0.63307	-0.45717427843381	11	DGKB.rs10276674	0
rs6971370	chr7	15114818	-0.98352	-0.0166173058234378	11	DGKB.rs10276674	0
rs117860113	chr7	15114834	-0.29415	-1.22366543767167	11	DGKB.rs10276674	0
rs6971480	chr7	15114838	-0.88044	-0.127333496468234	11	DGKB.rs10276674	0
rs6971261	chr7	15114926	-0.81018	-0.210498833781131	11	DGKB.rs10276674	0
rs111969897	chr7	15115083	-0.56369	-0.57325082398455	11	DGKB.rs10276674	0
rs10232746	chr7	15115426	-0.85942	-0.151497535861765	11	DGKB.rs10276674	0
chr7:15115600:D	chr7	15115600	-0.99342	-0.00660174363456248	11	DGKB.rs10276674	0
rs57657116	chr7	15115688	-0.18508	-1.68696711494334	11	DGKB.rs10276674	0
rs57883874	chr7	15115842	-0.57692	-0.550051670266828	11	DGKB.rs10276674	0
chr7:15115965:D	chr7	15115965	-0.25	-1.38629436111989	11	DGKB.rs10276674	0
rs61297794	chr7	15116057	-0.65542	-0.422479027467424	11	DGKB.rs10276674	0
rs72583073	chr7	15116328	-0.91999	-0.0833924785633426	11	DGKB.rs10276674	0
rs188860032	chr7	15116360	-0.25984	-1.34768922200882	11	DGKB.rs10276674	0
rs7796283	chr7	15116365	-0.87254	-0.136346780684211	11	DGKB.rs10276674	0
rs12670199	chr7	15116660	-0.90387	-0.10106973424067	11	DGKB.rs10276674	0
rs17326489	chr7	15116665	-0.47683	-0.740595245747256	11	DGKB.rs10276674	0
rs10266542	chr7	15116757	-0.89769	-0.107930481860464	11	DGKB.rs10276674	0
rs59660179	chr7	15116980	-0.50383	-0.685516369397046	11	DGKB.rs10276674	0
rs57897750	chr7	15117091	-0.22921	-1.47311666507586	11	DGKB.rs10276674	0
rs62450378	chr7	15117255	0.03253	-3.42559253849688	11	DGKB.rs10276674	0
rs112939081	chr7	15117281	-0.20858	-1.56743261828907	11	DGKB.rs10276674	0
rs10267152	chr7	15117289	-0.89172	-0.114603097024759	11	DGKB.rs10276674	0
rs73061191	chr7	15117383	-0.24982	-1.38701462044437	11	DGKB.rs10276674	0
rs73061192	chr7	15117445	-0.2049	-1.58523322373728	11	DGKB.rs10276674	0
rs10270400	chr7	15117497	-0.88239	-0.125121143835981	11	DGKB.rs10276674	0
rs73287329	chr7	15117609	-0.51709	-0.659538338386177	11	DGKB.rs10276674	0
rs12334087	chr7	15117820	-0.82683	-0.190156167362543	11	DGKB.rs10276674	0
rs72583076	chr7	15118727	-0.91984	-0.0835555371071563	11	DGKB.rs10276674	0
rs17168635	chr7	15118745	-0.198	-1.6194882482876	11	DGKB.rs10276674	0
rs4140977	chr7	15118863	-0.91588	-0.0878699272566406	11	DGKB.rs10276674	0
